Time,0001HEL_TOP,0002HEL_TOP,0003HEL_TOP,0004HEL_TOP,0005HEL_TOP,0006HEL_TOP,0007HEL_TOP
0.0252,0.0,0.051639,0.15492,0.51639,0.051639,0.1291,0.0
0.02525,0.10328,0.051639,0.077459,0.46475,0.077459,0.1291,0.077459
0.0253,0.077459,0.077459,0.077459,0.49057,0.051639,-0.02582,-0.077459
0.02535,0.077459,0.051639,0.1291,0.46475,0.10328,0.077459,-0.077459
0.0254,0.051639,0.077459,0.051639,0.54221,0.15492,0.0,-0.051639
0.02545,0.10328,0.051639,0.10328,0.54221,0.15492,0.077459,-0.10328
0.0255,0.077459,0.10328,0.1291,0.59385,0.15492,0.051639,-0.10328
0.02555,0.0,-0.02582,0.1291,0.59385,0.18074,0.1291,-0.02582
0.0256,0.10328,0.051639,0.077459,0.64549,0.20656,0.1291,-0.10328
0.02565,0.10328,-0.02582,0.10328,0.61967,0.18074,0.077459,-0.051639
0.0257,0.051639,0.0,0.051639,0.69713,0.10328,0.0,-0.051639
0.02575,0.15492,0.0,0.15492,0.64549,0.10328,0.1291,-0.02582
0.0258,0.051639,-0.02582,0.18074,0.77459,0.15492,0.077459,0.051639
0.02585,0.10328,0.051639,0.077459,0.77459,0.15492,0.10328,0.077459
0.0259,0.077459,0.051639,0.077459,0.82623,0.10328,0.051639,0.1291
0.02595,0.0,0.051639,0.10328,0.85205,0.10328,0.10328,0.20656
0.026,0.0,0.051639,0.051639,0.87787,0.10328,0.077459,0.2582
0.02605,0.0,-0.051639,0.1291,0.85205,-0.02582,0.0,0.2582
0.0261,-0.051639,0.051639,0.10328,0.90369,-0.02582,0.077459,0.33566
0.02615,0.0,-0.051639,0.1291,0.98115,-0.051639,0.10328,0.36147
0.0262,0.051639,0.0,0.15492,0.98115,0.051639,0.15492,0.41311
0.02625,0.077459,-0.02582,0.1291,0.95533,0.0,0.10328,0.33566
0.0263,0.077459,0.077459,0.18074,0.95533,-0.077459,0.077459,0.30984
0.02635,-0.02582,0.0,0.15492,0.98115,0.0,0.0,0.30984
0.0264,0.0,0.0,0.077459,0.98115,0.10328,-0.02582,0.23238
0.02645,0.0,-0.02582,0.20656,1.007,0.0,0.077459,0.18074
0.0265,0.077459,-0.02582,0.10328,0.92951,0.1291,0.077459,0.20656
0.02655,0.077459,0.1291,0.20656,1.0328,0.077459,0.077459,0.18074
0.0266,0.077459,0.10328,0.20656,0.95533,0.18074,0.0,0.077459
0.02665,0.1291,-0.02582,0.18074,0.95533,0.15492,0.077459,0.051639
0.0267,0.1291,0.051639,0.18074,0.92951,0.18074,-0.051639,-0.051639
0.02675,-0.02582,0.10328,0.18074,0.90369,0.18074,0.10328,0.0
0.0268,0.10328,-0.02582,0.1291,0.90369,0.18074,0.077459,-0.077459
0.02685,0.0,0.0,0.1291,0.92951,0.30984,0.1291,-0.051639
0.0269,-0.02582,0.0,0.15492,0.74877,0.23238,0.10328,-0.10328
0.02695,0.051639,0.1291,0.1291,0.74877,0.18074,0.051639,-0.1291
0.027,0.077459,0.0,0.15492,0.67131,0.20656,0.051639,-0.077459
0.02705,0.1291,-0.02582,0.1291,0.67131,0.20656,0.0,-0.10328
0.0271,-0.02582,-0.02582,0.15492,0.61967,0.18074,-0.02582,-0.1291
0.02715,0.077459,0.0,0.15492,0.61967,0.15492,0.1291,-0.10328
0.0272,0.1291,0.077459,0.077459,0.46475,0.077459,0.10328,-0.02582
0.02725,0.10328,0.0,0.1291,0.46475,0.1291,0.10328,0.077459
0.0273,0.077459,0.077459,0.18074,0.33566,0.051639,0.10328,0.051639
0.02735,0.10328,0.051639,0.1291,0.43893,0.0,0.10328,0.0
0.0274,0.10328,0.077459,0.15492,0.30984,-0.02582,0.10328,0.1291
0.02745,0.077459,0.0,0.1291,0.2582,-0.051639,0.10328,0.18074
0.0275,0.077459,0.077459,0.10328,0.23238,-0.077459,0.1291,0.20656
0.02755,0.077459,0.051639,0.10328,0.2582,-0.02582,0.10328,0.23238
0.0276,0.1291,0.0,0.10328,0.18074,-0.10328,0.15492,0.23238
0.02765,0.077459,0.077459,0.10328,0.18074,-0.1291,0.1291,0.20656
0.0277,0.051639,0.0,0.1291,0.18074,-0.077459,0.1291,0.23238
0.02775,-0.02582,0.077459,0.1291,0.2582,0.051639,0.077459,0.28402
0.0278,0.077459,0.0,0.077459,0.20656,0.077459,0.0,0.20656
0.02785,0.051639,0.0,0.077459,0.15492,0.10328,0.051639,0.20656
0.0279,0.10328,0.0,0.051639,0.18074,0.10328,0.051639,0.18074
0.02795,0.10328,0.0,0.0,0.15492,0.1291,0.051639,0.18074
0.028,0.0,-0.051639,0.077459,0.15492,0.15492,0.10328,0.20656
0.02805,0.10328,0.0,0.0,0.20656,0.20656,0.077459,0.10328
0.0281,0.0,0.051639,-0.02582,0.1291,0.15492,0.1291,0.10328
0.02815,0.051639,0.077459,0.051639,0.18074,0.20656,0.10328,0.077459
0.0282,-0.02582,-0.02582,0.077459,0.15492,0.20656,0.10328,0.077459
0.02825,0.051639,-0.051639,0.10328,0.1291,0.18074,0.10328,0.077459
0.0283,0.0,0.077459,0.1291,0.18074,0.20656,0.077459,0.15492
0.02835,0.0,-0.02582,0.051639,0.1291,0.20656,0.077459,0.10328
0.0284,0.077459,0.0,0.0,0.15492,0.1291,0.051639,0.15492
0.02845,0.077459,0.0,0.15492,0.1291,0.10328,0.10328,0.077459
0.0285,0.0,0.051639,0.10328,0.1291,-0.02582,0.10328,0.10328
0.02855,0.0,0.10328,0.1291,0.10328,0.051639,0.077459,0.077459
0.0286,-0.077459,0.051639,0.1291,0.10328,-0.051639,0.077459,0.077459
0.02865,0.0,0.0,0.1291,0.1291,-0.077459,0.051639,0.20656
0.0287,-0.051639,0.10328,0.18074,0.077459,-0.077459,0.0,0.15492
0.02875,0.0,0.0,0.18074,0.051639,-0.02582,0.10328,0.10328
0.0288,0.077459,0.051639,0.18074,0.0,-0.10328,0.0,0.15492
0.02885,0.051639,-0.051639,0.1291,0.077459,-0.10328,-0.051639,0.10328
0.0289,0.0,0.051639,0.10328,0.15492,-0.051639,0.10328,0.0
0.02895,0.077459,0.077459,0.051639,0.1291,0.051639,0.051639,0.077459
0.029,0.10328,0.077459,0.15492,0.1291,0.0,0.10328,0.0
0.02905,0.10328,-0.02582,0.15492,0.1291,0.10328,0.10328,-0.02582
0.0291,0.051639,0.051639,0.15492,0.10328,0.0,0.1291,-0.051639
0.02915,0.077459,0.051639,0.15492,0.15492,0.10328,0.051639,-0.02582
0.0292,0.0,0.15492,0.1291,0.15492,0.15492,0.051639,-0.10328
0.02925,-0.02582,0.051639,0.077459,0.18074,0.15492,0.077459,-0.051639
0.0293,0.10328,0.0,0.10328,0.15492,0.2582,0.10328,-0.077459
0.02935,0.077459,0.10328,0.10328,0.20656,0.2582,0.1291,-0.1291
0.0294,0.15492,0.077459,0.077459,0.23238,0.23238,0.1291,-0.051639
0.02945,0.051639,0.0,0.1291,0.15492,0.20656,0.051639,-0.02582
0.0295,0.1291,0.0,0.051639,0.15492,0.28402,0.077459,-0.02582
0.02955,0.10328,0.077459,0.077459,0.10328,0.2582,0.1291,0.077459
0.0296,0.10328,0.077459,0.051639,0.15492,0.20656,0.10328,0.1291
0.02965,0.051639,0.0,0.051639,0.1291,0.15492,0.051639,0.1291
0.0297,0.0,0.051639,0.051639,0.1291,0.10328,-0.051639,0.18074
0.02975,0.077459,0.10328,0.0,0.1291,0.1291,0.10328,0.23238
0.0298,0.077459,0.077459,0.077459,0.18074,0.077459,0.051639,0.2582
0.02985,-0.02582,0.051639,0.051639,0.077459,0.077459,0.077459,0.33566
0.0299,-0.051639,0.0,0.0,0.18074,0.077459,0.051639,0.43893
0.02995,-0.02582,0.0,0.10328,0.10328,-0.051639,0.051639,0.33566
0.03,0.10328,0.051639,0.0,0.051639,-0.051639,0.077459,0.28402
0.03005,0.10328,0.077459,0.051639,0.0,-0.051639,0.077459,0.41311
0.0301,0.077459,0.0,0.077459,0.10328,-0.10328,0.077459,0.33566
0.03015,-0.051639,-0.02582,0.051639,0.15492,-0.1291,0.051639,0.28402
0.0302,0.0,0.0,0.15492,0.051639,-0.15492,0.077459,0.2582
0.03025,0.0,0.051639,0.077459,0.051639,-0.10328,0.077459,0.23238
0.0303,0.0,-0.02582,0.1291,0.10328,-0.051639,0.051639,0.15492
0.03035,-0.051639,0.051639,0.1291,0.1291,-0.051639,0.077459,0.1291
0.0304,0.077459,-0.02582,0.1291,0.15492,-0.02582,0.077459,0.0
0.03045,0.051639,0.0,0.10328,0.1291,-0.02582,0.077459,-0.077459
0.0305,0.10328,0.051639,0.051639,0.1291,0.077459,0.077459,-0.077459
0.03055,0.051639,0.077459,0.23238,0.15492,0.077459,0.10328,-0.18074
0.0306,0.051639,0.0,0.051639,0.18074,0.051639,0.051639,-0.15492
0.03065,0.1291,0.1291,0.0,0.15492,0.10328,0.051639,-0.10328
0.0307,0.10328,0.15492,0.077459,0.1291,0.1291,0.18074,-0.15492
0.03075,0.10328,0.15492,0.15492,0.1291,0.18074,0.077459,-0.10328
0.0308,0.10328,0.077459,0.1291,0.15492,0.18074,0.1291,-0.10328
0.03085,0.077459,0.10328,0.1291,0.1291,0.1291,0.077459,-0.1291
0.0309,0.10328,0.10328,0.051639,0.15492,0.10328,0.10328,-0.051639
0.03095,0.077459,0.077459,0.051639,0.15492,0.15492,0.10328,0.051639
0.031,-0.051639,0.0,0.051639,0.1291,0.1291,0.077459,0.18074
0.03105,0.051639,0.1291,0.051639,0.1291,0.051639,0.077459,0.10328
0.0311,0.0,0.077459,0.051639,0.077459,-0.02582,0.0,0.1291
0.03115,0.10328,0.0,0.10328,0.1291,0.0,0.10328,0.2582
0.0312,0.077459,0.10328,0.051639,0.1291,-0.02582,0.10328,0.20656
0.03125,-0.051639,0.10328,0.051639,0.1291,0.0,0.051639,0.15492
0.0313,0.051639,0.1291,0.0,0.1291,0.0,0.10328,0.18074
0.03135,0.051639,0.0,0.0,0.10328,0.051639,0.10328,0.23238
0.0314,0.10328,-0.051639,0.0,0.10328,-0.02582,0.077459,0.15492
0.03145,0.0,0.077459,-0.051639,0.15492,0.051639,0.077459,0.10328
0.0315,0.10328,0.0,-0.02582,0.077459,0.0,0.1291,0.0
0.03155,0.077459,0.0,0.077459,0.077459,0.0,0.18074,0.077459
0.0316,0.0,0.051639,0.0,0.051639,0.077459,0.10328,0.051639
0.03165,0.0,0.051639,0.077459,0.051639,0.077459,0.1291,0.051639
0.0317,0.051639,0.051639,-0.02582,0.077459,0.10328,0.077459,0.077459
0.03175,0.051639,0.077459,0.051639,0.051639,0.1291,0.1291,0.10328
0.0318,-0.02582,0.10328,0.077459,0.077459,0.15492,0.1291,0.10328
0.03185,-0.02582,0.051639,0.0,0.077459,0.15492,0.051639,0.1291
0.0319,0.077459,0.0,0.0,0.10328,0.15492,0.077459,0.077459
0.03195,0.10328,0.051639,0.077459,0.077459,0.15492,0.077459,0.15492
0.032,0.077459,0.051639,0.051639,0.10328,0.23238,0.051639,0.20656
0.03205,0.0,0.051639,0.10328,0.077459,0.20656,0.077459,0.20656
0.0321,0.10328,-0.051639,0.1291,0.0,0.077459,0.10328,0.2582
0.03215,0.077459,0.051639,0.077459,0.077459,0.1291,0.077459,0.2582
0.0322,0.0,0.0,0.0,0.051639,0.1291,0.1291,0.2582
0.03225,0.077459,-0.10328,0.077459,0.077459,0.077459,0.0,0.23238
0.0323,0.0,0.0,0.1291,0.051639,0.1291,0.1291,0.20656
0.03235,0.10328,-0.02582,0.10328,0.10328,0.077459,0.051639,0.23238
0.0324,0.051639,0.051639,0.15492,0.1291,-0.02582,0.051639,0.10328
0.03245,-0.02582,0.077459,0.077459,0.15492,-0.02582,0.0,0.077459
0.0325,0.0,0.0,0.077459,0.10328,-0.02582,0.051639,0.10328
0.03255,0.077459,0.051639,0.077459,0.077459,-0.077459,0.077459,0.0
0.0326,0.077459,0.077459,0.1291,0.1291,-0.1291,0.10328,-0.02582
0.03265,0.077459,-0.077459,0.15492,0.051639,-0.051639,0.10328,-0.051639
0.0327,0.0,0.077459,0.1291,0.10328,0.0,0.051639,-0.1291
0.03275,0.051639,0.051639,0.077459,0.15492,-0.1291,0.077459,-0.051639
0.0328,0.077459,0.10328,0.051639,0.10328,-0.15492,0.077459,-0.18074
0.03285,0.077459,0.077459,0.051639,0.15492,-0.02582,0.051639,-0.10328
0.0329,0.0,0.0,0.15492,0.1291,-0.051639,0.10328,-0.051639
0.03295,-0.02582,0.077459,0.10328,0.051639,-0.051639,0.077459,-0.077459
0.033,0.077459,0.10328,0.10328,0.1291,0.0,0.077459,-0.1291
0.03305,0.051639,0.077459,0.077459,0.1291,-0.077459,0.10328,-0.02582
0.0331,0.0,0.0,0.051639,0.18074,0.077459,0.1291,0.0
0.03315,0.0,0.0,0.051639,0.15492,0.10328,0.077459,0.051639
0.0332,0.051639,0.077459,0.077459,0.1291,0.077459,0.0,0.15492
0.03325,0.051639,0.0,0.051639,0.10328,0.15492,0.051639,0.1291
0.0333,0.15492,0.051639,-0.02582,0.1291,0.1291,0.077459,0.23238
0.03335,0.0,0.0,-0.051639,0.18074,0.1291,0.077459,0.18074
0.0334,0.051639,0.0,-0.051639,0.20656,0.20656,-0.02582,0.18074
0.03345,0.051639,0.1291,-0.051639,0.1291,0.18074,0.077459,0.18074
0.0335,0.051639,0.10328,0.0,0.051639,0.18074,0.051639,0.18074
0.03355,0.0,0.051639,-0.02582,0.10328,0.1291,0.10328,0.18074
0.0336,0.051639,0.0,-0.02582,0.077459,0.1291,-0.02582,0.18074
0.03365,0.077459,0.077459,0.0,0.051639,0.051639,0.10328,0.15492
0.0337,-0.02582,-0.02582,0.051639,0.0,0.077459,0.1291,0.18074
0.03375,0.077459,0.0,-0.02582,0.077459,0.051639,0.077459,0.15492
0.0338,0.0,-0.02582,-0.051639,0.051639,0.051639,-0.02582,0.10328
0.03385,-0.02582,0.051639,0.077459,-0.02582,-0.02582,0.051639,0.10328
0.0339,0.051639,0.077459,0.0,-0.02582,-0.077459,-0.051639,0.077459
0.03395,0.0,0.051639,0.10328,0.0,-0.02582,0.077459,0.1291
0.034,0.0,0.077459,0.051639,-0.077459,0.0,0.051639,0.10328
0.03405,0.051639,0.077459,0.051639,0.051639,-0.051639,-0.02582,0.1291
0.0341,0.0,-0.077459,0.0,0.0,-0.077459,0.077459,0.18074
0.03415,0.051639,0.10328,0.15492,-0.02582,0.051639,0.1291,0.051639
0.0342,0.077459,-0.02582,0.1291,0.051639,0.0,0.0,0.15492
0.03425,0.077459,0.10328,0.1291,0.051639,-0.02582,0.077459,0.1291
0.0343,0.10328,0.051639,0.20656,0.077459,0.051639,0.1291,0.18074
0.03435,0.077459,0.0,0.15492,-0.02582,0.051639,0.051639,0.18074
0.0344,0.077459,0.051639,0.15492,0.051639,0.0,0.0,0.077459
0.03445,0.0,0.051639,0.10328,0.1291,0.10328,0.051639,0.077459
0.0345,0.051639,0.077459,0.15492,0.077459,0.077459,0.051639,0.051639
0.03455,-0.02582,0.077459,0.10328,0.1291,0.051639,0.1291,0.1291
0.0346,0.10328,0.051639,0.10328,0.15492,0.077459,-0.051639,0.051639
0.03465,0.0,-0.02582,0.18074,0.1291,0.10328,0.051639,0.051639
0.0347,0.0,-0.051639,0.1291,0.15492,0.10328,0.077459,-0.02582
0.03475,0.0,0.0,0.0,0.1291,0.10328,0.077459,0.0
0.0348,0.0,0.077459,0.10328,0.15492,0.10328,0.051639,0.051639
0.03485,-0.02582,0.0,0.1291,0.20656,0.1291,0.15492,0.051639
0.0349,0.051639,0.077459,0.10328,0.1291,-0.02582,0.077459,-0.051639
0.03495,0.1291,-0.02582,0.051639,0.15492,-0.02582,0.077459,-0.10328
0.035,0.051639,0.077459,0.10328,0.20656,-0.077459,0.0,-0.15492
0.03505,0.077459,0.0,0.051639,0.1291,0.077459,0.0,-0.077459
0.0351,0.051639,0.0,0.051639,0.10328,0.0,0.10328,-0.077459
0.03515,0.0,0.077459,0.0,0.20656,-0.02582,0.077459,-0.077459
0.0352,0.051639,0.077459,0.051639,0.077459,-0.051639,0.1291,0.1291
0.03525,0.051639,0.0,0.051639,0.10328,0.0,0.077459,0.18074
0.0353,0.10328,0.1291,-0.051639,0.077459,0.0,0.077459,0.1291
0.03535,-0.02582,0.0,-0.02582,0.0,0.0,0.0,0.077459
0.0354,-0.02582,0.0,-0.077459,0.10328,0.0,-0.02582,0.18074
0.03545,0.051639,0.051639,0.051639,0.051639,0.051639,0.10328,0.23238
0.0355,0.0,0.0,0.0,0.051639,0.051639,0.051639,0.20656
0.03555,0.0,0.0,-0.051639,-0.051639,0.10328,0.077459,0.20656
0.0356,-0.02582,0.0,-0.051639,-0.02582,0.051639,0.077459,0.20656
0.03565,0.0,0.077459,-0.02582,-0.077459,0.0,0.10328,0.23238
0.0357,0.051639,0.051639,0.0,-0.077459,0.10328,0.077459,0.15492
0.03575,0.051639,-0.051639,0.051639,0.0,0.1291,0.0,0.15492
0.0358,0.051639,0.077459,0.0,0.051639,0.20656,0.10328,0.18074
0.03585,0.0,0.077459,0.051639,-0.051639,0.077459,0.077459,0.15492
0.0359,0.051639,-0.02582,0.077459,0.0,0.18074,0.10328,0.10328
0.03595,0.10328,0.051639,0.10328,-0.02582,0.20656,0.051639,0.1291
0.036,-0.02582,0.051639,0.077459,-0.02582,0.18074,0.077459,0.077459
0.03605,0.0,0.077459,0.1291,-0.02582,0.051639,0.051639,0.051639
0.0361,0.0,0.10328,0.077459,-0.02582,0.10328,0.051639,0.15492
0.03615,0.051639,0.051639,0.10328,-0.02582,0.051639,0.15492,0.077459
0.0362,0.0,0.1291,0.15492,0.077459,0.077459,0.10328,-0.02582
0.03625,0.0,0.1291,0.15492,0.10328,0.051639,0.051639,0.051639
0.0363,0.0,0.0,0.077459,0.0,0.051639,0.077459,-0.02582
0.03635,0.10328,0.051639,0.10328,0.10328,0.0,-0.02582,0.077459
0.0364,0.077459,0.077459,0.077459,0.051639,0.1291,0.077459,0.10328
0.03645,0.077459,0.077459,0.051639,-0.02582,0.10328,0.051639,0.077459
0.0365,0.051639,0.077459,0.051639,0.051639,-0.02582,0.15492,0.1291
0.03655,0.0,0.077459,0.10328,0.077459,0.0,0.051639,0.077459
0.0366,0.051639,0.077459,0.1291,0.051639,-0.02582,0.10328,0.077459
0.03665,0.0,0.0,0.0,0.1291,-0.02582,0.051639,0.077459
0.0367,0.051639,0.077459,0.077459,0.077459,-0.051639,0.0,0.0
0.03675,0.051639,0.077459,0.10328,-0.02582,0.051639,0.0,0.077459
0.0368,0.077459,0.077459,0.10328,0.10328,0.1291,0.1291,0.051639
0.03685,-0.02582,0.051639,0.077459,0.0,0.077459,0.10328,0.10328
0.0369,0.077459,0.051639,0.1291,0.1291,0.077459,0.0,-0.051639
0.03695,0.0,0.0,0.10328,0.051639,0.10328,0.10328,0.0
0.037,-0.02582,0.051639,0.077459,0.1291,0.10328,0.1291,0.0
0.03705,-0.051639,0.0,0.051639,0.077459,0.10328,0.0,-0.051639
0.0371,-0.02582,0.051639,0.077459,0.077459,0.077459,0.077459,-0.077459
0.03715,-0.02582,-0.02582,0.1291,0.051639,0.0,-0.051639,0.0
0.0372,0.0,-0.02582,0.10328,0.051639,0.10328,0.077459,0.051639
0.03725,-0.077459,0.0,0.051639,-0.02582,0.0,0.0,0.077459
0.0373,-0.051639,0.051639,0.0,0.0,0.051639,0.077459,0.077459
0.03735,0.0,-0.077459,0.051639,0.051639,0.0,0.10328,-0.051639
0.0374,-0.02582,0.051639,0.051639,0.077459,0.0,-0.02582,0.10328
0.03745,-0.077459,-0.02582,0.051639,0.051639,-0.02582,0.051639,0.10328
0.0375,0.0,0.051639,0.1291,0.0,-0.051639,-0.02582,0.10328
0.03755,-0.02582,0.0,0.051639,-0.051639,-0.051639,0.051639,0.15492
0.0376,0.0,0.1291,-0.02582,-0.051639,-0.10328,0.077459,0.2582
0.03765,-0.077459,0.051639,0.051639,0.0,0.0,0.0,0.20656
0.0377,-0.02582,0.051639,0.077459,0.051639,-0.051639,0.0,0.15492
0.03775,0.051639,0.051639,0.077459,0.051639,-0.051639,0.10328,0.1291
0.0378,0.0,0.077459,0.051639,-0.077459,-0.077459,0.077459,0.15492
0.03785,-0.02582,0.10328,0.077459,-0.077459,0.077459,0.051639,0.15492
0.0379,0.051639,0.051639,0.077459,0.051639,-0.077459,0.051639,0.18074
0.03795,0.1291,-0.077459,0.077459,0.051639,0.1291,0.077459,0.15492
0.038,0.077459,0.0,0.10328,-0.077459,0.1291,0.1291,0.1291
0.03805,0.051639,0.10328,0.051639,-0.051639,0.10328,0.15492,0.051639
0.0381,0.051639,-0.02582,0.077459,-0.02582,0.15492,0.051639,-0.02582
0.03815,0.077459,-0.02582,0.10328,-0.077459,0.077459,0.1291,-0.02582
0.0382,0.10328,-0.02582,0.15492,-0.02582,0.10328,0.077459,-0.077459
0.03825,0.0,-0.02582,0.18074,0.0,0.15492,0.051639,-0.051639
0.0383,0.077459,0.0,0.10328,0.0,0.077459,0.1291,-0.1291
0.03835,0.10328,0.051639,0.15492,0.10328,0.10328,0.10328,-0.15492
0.0384,0.077459,0.077459,0.18074,0.10328,0.15492,0.10328,-0.10328
0.03845,0.0,0.0,0.10328,0.051639,0.1291,0.051639,0.0
0.0385,0.051639,0.077459,0.20656,0.051639,0.15492,0.1291,-0.1291
0.03855,-0.02582,0.051639,0.15492,0.051639,0.1291,0.10328,-0.077459
0.0386,0.0,0.0,0.10328,0.1291,0.15492,0.077459,-0.10328
0.03865,0.077459,0.0,-0.02582,0.1291,0.0,0.0,-0.077459
0.0387,0.077459,-0.077459,0.10328,0.077459,0.10328,0.18074,-0.051639
0.03875,0.0,-0.02582,0.10328,0.051639,0.077459,0.051639,0.1291
0.0388,0.0,0.051639,0.077459,0.15492,0.077459,0.051639,0.1291
0.03885,0.051639,0.051639,0.1291,0.10328,-0.02582,0.051639,0.1291
0.0389,0.10328,0.051639,0.051639,-0.02582,-0.02582,0.077459,0.15492
0.03895,-0.051639,-0.077459,0.077459,0.077459,0.0,0.051639,0.1291
0.039,0.077459,0.0,0.077459,0.10328,0.0,0.10328,0.23238
0.03905,0.051639,0.077459,0.077459,0.077459,-0.02582,-0.02582,0.10328
0.0391,0.0,0.0,-0.077459,0.1291,-0.077459,0.051639,0.18074
0.03915,-0.051639,-0.02582,0.077459,0.051639,0.0,0.077459,0.10328
0.0392,-0.02582,0.0,0.077459,-0.02582,-0.077459,-0.02582,0.1291
0.03925,-0.02582,-0.051639,0.051639,0.051639,-0.02582,0.051639,0.20656
0.0393,0.051639,-0.02582,-0.02582,0.0,0.051639,0.077459,0.15492
0.03935,-0.051639,0.051639,0.1291,0.077459,-0.02582,0.077459,0.077459
0.0394,0.077459,-0.051639,0.1291,-0.051639,0.0,0.0,0.10328
0.03945,0.10328,0.051639,0.077459,0.0,0.051639,0.051639,0.077459
0.0395,0.077459,-0.02582,0.0,-0.077459,0.0,0.0,-0.02582
0.03955,-0.02582,0.077459,0.077459,0.0,0.0,0.077459,-0.051639
0.0396,0.10328,0.051639,0.0,-0.051639,0.0,-0.051639,-0.10328
0.03965,0.0,0.051639,0.051639,-0.02582,0.077459,0.10328,-0.02582
0.0397,-0.02582,0.051639,0.051639,-0.02582,0.051639,0.10328,-0.02582
0.03975,-0.02582,0.10328,0.077459,-0.02582,0.051639,0.051639,-0.051639
0.0398,0.077459,0.051639,0.1291,-0.02582,0.051639,0.0,0.051639
0.03985,0.051639,0.0,0.18074,0.0,0.077459,0.10328,-0.02582
0.0399,0.077459,0.0,0.0,-0.02582,0.1291,0.10328,0.0
0.03995,-0.02582,0.051639,0.051639,0.051639,-0.02582,0.0,0.0
0.04,0.0,0.0,0.10328,0.0,0.051639,0.077459,-0.051639
0.04005,0.051639,0.077459,0.10328,0.0,-0.051639,0.10328,0.077459
0.0401,0.0,-0.02582,0.10328,-0.02582,0.10328,0.077459,0.10328
0.04015,0.077459,0.051639,0.1291,-0.02582,0.0,0.0,0.1291
0.0402,0.0,0.0,0.0,-0.02582,0.077459,0.1291,0.1291
0.04025,-0.02582,0.1291,0.18074,-0.02582,0.1291,0.10328,0.077459
0.0403,0.10328,0.10328,0.077459,0.051639,0.0,0.1291,0.077459
0.04035,0.051639,0.077459,0.077459,0.051639,0.0,0.0,0.10328
0.0404,0.1291,0.051639,0.077459,-0.077459,0.10328,0.18074,0.10328
0.04045,0.077459,-0.051639,0.10328,-0.02582,0.051639,0.077459,0.051639
0.0405,0.077459,0.0,0.10328,-0.051639,0.10328,0.10328,0.077459
0.04055,0.051639,0.077459,0.15492,0.10328,0.051639,0.051639,0.10328
0.0406,0.051639,0.051639,0.077459,0.077459,0.051639,0.077459,0.0
0.04065,0.051639,0.051639,0.15492,0.0,0.10328,0.051639,-0.02582
0.0407,0.077459,-0.02582,0.10328,0.0,0.1291,-0.02582,0.051639
0.04075,0.0,-0.02582,0.1291,0.077459,0.10328,0.077459,0.051639
0.0408,-0.02582,0.051639,0.077459,-0.02582,0.10328,0.0,0.051639
0.04085,0.0,0.0,0.051639,0.10328,0.1291,0.051639,-0.02582
0.0409,0.0,-0.02582,0.051639,0.077459,0.15492,0.077459,-0.02582
0.04095,0.077459,-0.02582,0.051639,0.077459,0.077459,0.10328,0.1291
0.041,0.077459,0.077459,-0.02582,0.0,0.051639,0.051639,0.0
0.04105,0.0,0.051639,0.051639,0.1291,0.0,0.10328,0.051639
0.0411,-0.051639,-0.051639,0.10328,0.077459,0.1291,0.0,0.10328
0.04115,-0.02582,0.051639,0.0,0.0,0.051639,0.077459,0.10328
0.0412,0.077459,0.077459,0.1291,0.0,0.0,-0.02582,0.1291
0.04125,0.077459,0.0,0.077459,0.077459,0.0,-0.02582,0.077459
0.0413,0.051639,0.051639,0.15492,0.051639,-0.051639,-0.02582,0.1291
0.04135,-0.02582,0.077459,0.077459,0.0,0.0,0.077459,0.10328
0.0414,0.051639,0.0,0.051639,-0.02582,0.0,0.051639,0.051639
0.04145,0.051639,0.051639,0.051639,0.0,-0.02582,0.077459,0.077459
0.0415,0.0,0.077459,0.0,0.0,-0.02582,-0.02582,0.1291
0.04155,0.0,0.077459,0.077459,-0.051639,0.0,0.077459,0.051639
0.0416,0.0,0.051639,0.1291,0.0,-0.02582,0.077459,0.051639
0.04165,0.051639,0.077459,0.051639,-0.10328,0.0,0.077459,-0.02582
0.0417,0.077459,0.077459,0.077459,-0.10328,-0.02582,0.077459,0.0
0.04175,0.15492,0.051639,0.10328,-0.02582,-0.02582,0.10328,0.0
0.0418,0.10328,0.0,0.1291,-0.077459,0.051639,0.051639,-0.1291
0.04185,0.15492,0.10328,0.10328,-0.077459,-0.051639,0.077459,-0.077459
0.0419,0.051639,0.0,0.10328,-0.077459,0.051639,0.0,-0.077459
0.04195,-0.02582,0.051639,0.10328,0.0,0.10328,0.10328,0.0
0.042,0.10328,0.051639,0.051639,-0.02582,-0.02582,0.077459,-0.077459
0.04205,0.0,-0.051639,0.077459,-0.051639,0.051639,0.0,-0.02582
0.0421,0.10328,0.077459,0.10328,-0.051639,0.051639,0.051639,-0.1291
0.04215,0.1291,0.0,0.15492,-0.02582,0.077459,0.077459,0.0
0.0422,0.10328,0.077459,0.15492,-0.051639,0.1291,0.077459,0.077459
0.04225,0.0,0.051639,0.1291,0.0,0.077459,0.051639,-0.02582
0.0423,0.0,0.051639,0.077459,0.077459,0.077459,0.051639,0.0
0.04235,0.051639,0.0,0.1291,0.051639,0.077459,0.077459,0.1291
0.0424,0.077459,0.0,0.051639,0.051639,0.10328,0.051639,0.18074
0.04245,0.0,-0.02582,0.077459,0.051639,0.15492,0.051639,0.1291
0.0425,0.077459,0.077459,0.0,0.10328,0.15492,0.077459,0.18074
